huuid,depart ,arrivée,type_itinéraire,difficulte,type_sol,longueur,largeur,altitude_min,altitude_max,etat_itineraire
d6623e77-d655-4934-a00d-5a9980e6d9b1,"6.432366567662928,45.162899160125434","6.435447996273187,45.16176219078789",Route,,Goudron,879.67,4,,,Bon
e0c48d57-7a8b-48df-a812-865d99fb73ac,"6.430845162913382,45.163168916049884","6.431291297042367,45.16344981597534",Route,,Goudron,47.12,4,,,Bon
055a2a41-719e-4175-920c-3d2ab288bde9,"6.431616648764306,45.16333632152264","6.432366567662928,45.162899160125434",Route,,Goudron,225.71,4,,,Bon
0a945a98-898c-477f-8345-b33143052ba0,"6.443790056997382,45.171690588028824","6.443965906688036,45.17196350084654",Chemin,,,34.38,0,,,
14561e99-9445-49b7-9f0a-e4134930de7d,"6.441845820355518,45.16637961819915","6.44237260236591,45.166791302071694",Chemin,,,61.87,0,,,
fb5ef83f-3779-4df5-9e8a-1c1f84d36645,"6.441767311775391,45.1647410731354","6.442020714200005,45.16430462178256",Chemin,,,55.27,0,,,
8fce287f-ec5d-4182-a3ec-df4db3168093,"6.443965906688036,45.17196350084654","6.445908274421287,45.174324936333065",Chemin,,Terre,331.86,"3,5 m",,,Bon
5ae86bfb-b2be-4f29-985e-a11a61974461,"6.442396214284892,45.16994728547955","6.443790056997382,45.171690588028824",Chemin,,Cailloux + terre,231.51,"3,5 m",,,Bon
ce3e502e-1948-4d11-9a6b-b9000e8d10ea,"6.442020714200005,45.16430462178256","6.441845820355518,45.16637961819915",Chemin,,Terre,251.93,"3,5 m",,,Bon
ce2c6bbb-62f8-4647-b792-b647e8ab97da,"6.44237260236591,45.166791302071694","6.443052860969382,45.16848438728938",Chemin,,Cailloux + terre,206.03,"3,5 m",,,Bon
37d71949-2ba9-4286-aca3-c744b657c75f,"6.443052860969382,45.16848438728938","6.442396214284892,45.16994728547955",Chemin,,Cailloux + terre,175.98,"3,5 m",,,Bon
6ecf91d3-e0dd-46f1-a4e7-2accfb72fb8a,"6.441665921685621,45.17193479739363","6.441590069669805,45.17238112808695",Chemin,,Terre,52.19,"3,5 m",,,Bon
ac6e97d1-445c-4c0b-9f5d-8727007cbc52,"6.441665921685621,45.17193479739363","6.4423527714244,45.17150670427929",Chemin,,Terre,75.62,"2,00 m",,,Bon
02946766-56cc-4171-943a-7886690aa691,"6.439494511800214,45.17469856867036","6.438520800944292,45.17387952828355",Chemin,,Cailloux + terre,124.56,"3,5 m",,,Bon
678ee2d2-36b3-48be-8342-cbcaa101cffb,"6.440678447489909,45.17381938933605","6.440126472132106,45.174913415230904",Chemin,,,260.19,0,,,
2ebd9b79-cd57-4b8b-b54f-d5ecbbd0b01d,"6.440126472132106,45.174913415230904","6.439794772282463,45.17479171199507",Chemin,,Cailloux + terre,29.52,"3,5 m",,,Bon
c674940e-15c8-4c7d-be80-58942dac4b58,"6.436417091321742,45.16869353845003","6.434027717629852,45.16623475682741",Chemin,,Terre,512.54,"3,5 m",,,Bon
3eb5be9d-1c58-4171-9c70-bf71f4defee1,"6.441590069669805,45.17238112808695","6.440731944671553,45.173486321914055",Chemin,,Terre,383.39,"3,5 m",,,Bon
e5452e0f-87d8-4344-958c-fe9777a84563,"6.443965906688036,45.17196350084654","6.4423527714244,45.17150670427929",Sentier,,Terre,176.43,"0,8 m",,,Bon
51819902-550e-461f-bf00-7f24f48bc22a,"6.438520800944292,45.17387952828355","6.437801376189024,45.17225170927027",Chemin,,Cailloux + terre,190.51,"3,5 m",,,Bon
28c8f3e2-c008-40c3-aec5-fd951e224803,"6.429998633981348,45.165468798761935","6.431742833973385,45.16515623651529",Route,,Goudron,142.39,"3,5 m",,,Bon
9e39c806-6292-4f81-852a-36175a793185,"6.43377315894738,45.17241727962621","6.43293281281734,45.17312739287481",Route,,Goudron,104.08,5.5,,,Bon
918f13c0-fb2f-4315-b182-e56ceb15d624,"6.431896560493267,45.16521369066428","6.433881256804399,45.16717504274955",Route,,Goudron,276.26,5.5,,,Bon
866dacd8-ce7d-4c68-956a-103851b38dcd,"6.434198271523274,45.167550835938414","6.434444926385897,45.16881859317546",Route,,Goudron,145.29,5.5,,,Bon
57859919-5b1c-4fa6-b80e-9117626fe978,"6.434444926385897,45.16881859317546","6.434078111936058,45.17067426861835",Route,,Goudron,225.47,"3,5 m",,,Bon
24854437-becb-4c70-a654-57e34f819ad6,"6.433881256804399,45.16717504274955","6.434198271523274,45.167550835938414",Route,,Goudron,48.64,5.5,,,Bon
7ecdb5db-4d2e-483f-a9c8-9caf6fac43af,"6.434078111936058,45.17067426861835","6.43377315894738,45.17241727962621",Route,,Goudron,196.52,5.5,,,Bon
a9c4e89d-533a-410f-8ee6-c2e67055d7ad,"6.431896560493267,45.16521369066428","6.431742833973385,45.16515623651529",Route,,Goudron,14.94,"3,5 m",,,Bon
66e10d04-adbc-4833-b16d-797024e75545,"6.429802880298876,45.16829551875254","6.429578196651964,45.17104476412447",Route,,Goudron,322.03,4,,,Bon
ea3eb2db-dc37-499d-b410-fa2e74681811,"6.431477157431837,45.16959180712633","6.431360141205143,45.169572859524045",Route,,Goudron,9.44,4,,,Bon
abedb2f6-e315-4ae1-865e-ae069a05ea81,"6.431539646878871,45.169593504429564","6.431477157431837,45.16959180712633",Route,,Goudron,4.92,4,,,Bon
e220dc57-eea8-48b3-bef1-977663c34ed6,"6.431213459011331,45.169547612337304","6.429802880298876,45.16829551875254",Route,,Goudron,194.59,4,,,Bon
654ce106-5f2c-4be8-a4e1-fe33d3122943,"6.431784990688389,45.168480055687084","6.431539646878871,45.169593504429564",Route,,Goudron,130.37,4,,,Bon
32674d41-d0d2-4fac-95dd-48c6519f896e,"6.431360141205143,45.169572859524045","6.431213459011331,45.169547612337304",Route,,Goudron,11.87,4,,,Bon
5b4e0eea-5d6a-4c16-baaa-337a4ecf55b9,"6.429299327514501,45.168870152925656","6.430290619464081,45.17053128251822",Inexistant,,Herbe,292.76,"1,2 m",,,Bon
b273af1b-936e-49eb-b138-fd0f7548e772,"6.436013097161657,45.17684483692617","6.437690414178943,45.17733386974108",Route,,Goudron,144.95,5.5,,,Bon
a70997c3-e734-45bd-871e-160be157d993,"6.43293281281734,45.17312739287481","6.436013097161657,45.17684483692617",Route,,Goudron,568.65,5.5,,,Bon
6633dd2e-b935-417d-93cf-8780e3d938c7,,,Sentier,,Terre,,"0,4 m",,,Bon
edfb98fc-cf32-4124-ba85-a6540fccdc6b,"6.409215862297109,45.16695065215877","6.419176825531668,45.17154140648125",Chemin,,Cailloux + terre,1041.57,"2,00 m",,,Assez bon
bf288a88-948e-49c4-b2ba-1f493ab20247,"6.42462212057118,45.16423029979243","6.424524697351221,45.16409366851408",Route,,Goudron,21.29,5,,,Bon
ab823dc7-3916-45ea-af9c-2263811a02f5,"6.424691683444641,45.16430653675677","6.42462212057118,45.16423029979243",Inexistant,,,2021-08-10 00:00:00,,,,
ac3cf83a-b711-454e-a7a4-512db54f91cf,"6.445546155087825,45.15172118855586","6.445844968353677,45.15196601262258",Sentier,,Cailloux + terre,60.39,"1,2 m",,,Bon
559fb8ac-fae2-40d7-a279-dc779a12f29c,"6.458589089220044,45.15017192466892","6.458426976901885,45.15290293060241",Chemin,,Cailloux + terre,309.97,"3,5 m",,,Bon
5f99e4a6-42ed-4dfb-b403-9fe20a896280,"6.479679979526378,45.10760345543982","6.472699999960925,45.101560821803055",Sentier,,Cailloux + terre,1166.11,"0,4 m",,,Bon
11c16099-5ce4-4164-bcf5-f45655d69f20,"6.480282547484727,45.11744504961395","6.480583340357772,45.113103910599555",Sentier,,Cailloux + terre,801.92,"0,4 m",,,Assez bon
14b5acc7-0f8b-4a6f-8af4-75f333d4039c,"6.476905337701983,45.192292313164096","6.477930476365506,45.193587300336496",Route,,Goudron,175.65,3,,,Bon
28215d99-d90a-4a2b-ac61-064c9ea29c16,"6.488813534842395,45.18742151241748","6.487451622437399,45.18836076660664",Sentier,,Herbe + terre,157.66,"0,4 m",,,Bon
c1250ad3-150d-4369-98db-8b8dfb9c407f,"6.506607030237851,45.19141874058664","6.505455857372393,45.18971705618878",Sentier,,Cailloux + terre,226.79,"0,4 m",,,Assez bon
bc877018-9b9e-4948-9f82-39de311bc5ed,"6.497684854757933,45.18941889930183","6.499456681405064,45.185034018797715",Sentier,,Herbe + terre,532.66,"1,2 m",,,Bon
78d89f7f-3f49-408f-94c2-df8cacfad7d5,"6.49234134324176,45.170204295918566","6.490741825461054,45.17051077288386",Sentier,,Herbe,131.08,"1,2 m",,,Bon
cd7ec5e0-c5a1-4e76-9d3e-a3a3c6ff0b42,"6.489820498703984,45.17028434667665","6.489309123916567,45.169928152893185",Sentier,,Herbe,145.13,"1,2 m",,,Bon
e2fc43e9-1145-4a5d-8f57-db2e3fd90030,"6.517860181819023,45.17196500926713","6.507792012896206,45.17918324169361",Chemin,,Gravier,1298.97,"3,5 m",,,Bon
24b70817-530a-4196-a51e-834213e3bfbb,"6.507792012896206,45.17918324169361","6.506788825977948,45.180455618204284",Chemin,,Gravier,179.5,"3,5 m",,,Bon
ef554b15-0d62-46f1-b8e3-390213e8ff29,"6.506788825977948,45.180455618204284","6.504748216334008,45.18228898090272",Chemin,,Gravier,262.67,"3,5 m",,,Bon
d5ca353b-2dfb-4510-bc5b-9c28311cfa66,"6.506750184087548,45.17855453425239","6.506873094753741,45.18037733669365",Chemin,,Herbe + gravier,338.44,"3,5 m",,,Bon
450f0cf5-c936-4e54-9a30-221d13a96051,"6.504201622067171,45.17239125233985","6.506750425437043,45.17855728014974",Chemin,,Herbe + gravier,904.32,"3,5 m",,,Bon
f916a51a-6a47-4333-834c-e01a6a6cd81d,"6.498005621725471,45.173242682160364","6.498449697748145,45.1737908873348",Chemin,,Gravier,72.32,"2,00 m",,,Bon
9c527819-d6b4-4efa-a614-2a9fd62c13bb,"6.498284731101229,45.1741688878655","6.498449697748145,45.1737908873348",Chemin,,Terre,44.05,"3,5 m",,,Bon
6cc68c97-6423-4222-afd2-f779f15f6ba3,"6.497793476360513,45.172881807801055","6.498005621725471,45.173242682160364",Chemin,,Gravier,45.36,"3,5 m",,,Bon
4db5b855-e504-4b63-a935-d6f6f0ad2f74,"6.497916094581096,45.17196563064719","6.49918129002041,45.171507490625444",Chemin,,Gravier,117.72,"2,00 m",,,Bon
1c5a400f-c863-452c-a553-6ac73dbce17d,"6.502020970753926,45.17102016001941","6.503004129576354,45.17126876298174",Chemin,,Gravier,90.87,"2,00 m",,,Bon
4a58f924-db2b-47e5-a25d-3e77b7fdde1d,"6.499817167047772,45.17151563536854","6.502020970753926,45.17102016001941",Chemin,,Gravier,451.75,"2,00 m",,,Bon
d02c38ce-6c8a-4d40-8851-215eb234f844,"6.504201380869629,45.172388506440896","6.50322213184626,45.171887034152846",Chemin,,Gravier,102.97,"3,5 m",,,Bon
41fc2df4-c818-4c08-9a45-407b2d238287,"6.49918129002041,45.171507490625444","6.499817167047772,45.17151563536854",Chemin,,Gravier,125.85,"2,00 m",,,Bon
1e516edc-1fde-4e64-acad-01e0ea06536d,"6.503004129576354,45.17126876298174","6.503486437608105,45.17103939056395",Chemin,,,46.42,"2,00 m",,,
94a5ab9d-de28-4161-9bc2-75390cb6714d,"6.503486437608105,45.17103939056395","6.50322213184626,45.171887034152846",Chemin,,Gravier,106.35,"2,00 m",,,Bon
bd5b113d-facd-4f1f-9986-6c14a8dab89c,"6.517412161459311,45.16945384624236","6.517232117480733,45.165714151537664",Sentier,,Herbe + terre,462.78,"0,4 m",,,Assez bon
c991d75c-7912-4010-b414-2813ce3e8cee,"6.516403608909046,45.178312857316136","6.515987588721844,45.1795018862549",Chemin,,Cailloux + gravier,137.46,"3,5 m",,,Bon
4a23999b-b1eb-47b3-a5f3-96aabff4705a,"6.517860181819023,45.17196500926713","6.517412161459311,45.16945384624236",Chemin,,Gravier,324.87,"3,5 m",,,Bon
a75ed7df-6eaf-4076-83d2-eadbd794e94d,"6.517860181819023,45.17196500926713","6.516403608909046,45.178312857316136",Chemin,,Gravier,744.34,"3,5 m",,,Bon
dc570bfc-0b0d-4116-8484-20672dea4a05,"6.507839289236665,45.13250771992143","6.513028046195493,45.130729951961484",Sentier,,Cailloux + terre,617.24,"0,8 m",,,Bon
b37618e4-5b6d-43a5-8422-b75b631cae86,"6.577503448647934,45.19440108676151","6.578949258738759,45.195716539199026",Chemin,,Gravier,208.13,"3,5 m",,,Bon
08d49eec-9647-489f-8078-35a48b56a570,"6.523115169558558,45.197101698353464","6.539816319060249,45.187732225914054",Sentier,,Cailloux + terre,2103.83,"0,8 m",,,Bon
72542d5a-387d-4748-8a27-f0aace666d8e,"6.568421558027227,45.157803690788384","6.594034505669427,45.1561981945741",Sentier,,Cailloux + terre,3068-12-01 00:00:00,"0,4 m",,,Bon
0d7373d8-3d2c-41d5-9b74-54da04f2cdfe,"6.580990905069882,45.19091595542266","6.584443865851502,45.187567352719995",Sentier,,Cailloux + herbe,728.72,"0,8 m",,,Bon
c3141408-d3d4-4b9d-8d80-7c93d57e2395,"6.566513210202282,45.20478264038169","6.575801648239159,45.202819928848115",Chemin,,Gravier,982.09,"3,5 m",,,Bon
f14be446-71da-4fb8-8710-1b34c7e4a097,"6.554397444646922,45.204431710448574","6.556810184495433,45.20560139307492",Sentier,,Cailloux + terre,357.64,"0,8 m",,,Bon
e52608e6-b99a-41ad-9651-51492a454247,"6.556810184495433,45.20560139307492","6.561814610040678,45.20647696400084",Chemin,,Herbe + terre,439.59,"2,00 m",,,Bon
c7427d10-5fea-43ac-a9d9-7be084b5b781,"6.540320545749132,45.20457102972901","6.547463940352869,45.205368779273634",Sentier,,Cailloux + terre,1015.51,"0,4 m",,,Bon
14c1a563-30bf-488e-baf6-cab3b041e442,"6.54209915296644,45.20661366734657","6.544509018735309,45.20628630950494",Route,,Goudron,195.18,"3,5 m",,,Bon
9e2e1ae7-e290-4424-bf7c-16a8b27931c7,"6.540433500434968,45.206381225717465","6.54209915296644,45.20661366734657",Chemin,,,148.75,,,,
e67eb8f8-9615-4b30-aae9-e6a78895a490,"6.539661028139072,45.205111217537144","6.540433500434968,45.206381225717465",Sentier,,,240.36,,,,
c574a39f-e303-4707-9129-480bc860fb0c,"6.586365079190239,45.21040293295314","6.586341454889986,45.20989240512541",Sentier,,,62.46,,,,
80b997f0-aba1-418d-b7d9-c200b7374843,"6.521393737708077,45.216089461439886","6.515740350974227,45.2109564971905",Sentier,,Herbe + terre,1143.05,"1,2 m",,,Bon
c5e76c63-7d8f-4466-bbd7-b174905a5f00,"6.520755843821375,45.21651560431021","6.519698383617779,45.215826840025684",Inexistant,,,128.64,,,,
3d5cdd00-00a7-4b60-8a03-ab26aec35c97,"6.515740350974227,45.2109564971905","6.51708521923709,45.21040127497902",Route,,Goudron,126.3,"3,5 m",,,Bon
3aa11bac-6290-4f72-a0bd-20d3f7219b63,"6.572531865023564,45.2280784122943","6.561159439499359,45.22837548546658",Sentier,,Cailloux + terre,1516.18,"0,4 m",,,Mauvais
be5e57f8-67b6-4662-bdd5-cc3de2a62e1a,"6.558436129960564,45.233581979851266","6.560797906803918,45.23377845758635",Sentier,,Cailloux + terre,247.45,"0,4 m",,,Bon
f8bbe948-bab7-402b-806e-2f422a84d809,"6.538547225548534,45.240419369345645","6.532790788165082,45.245905543051855",Chemin,,Cailloux,2318.42,"0,4 m",,,Mauvais
62b26214-2fa1-46a5-a298-4d23ba703f4e,"6.523002780192876,45.2759874580908","6.530147939372197,45.2929925619169",Sentier,,,2537.49,,,,
0de98e17-d082-468b-9d1a-cfc8266801dd,"6.475641882574214,45.28856487172972","6.473943779329311,45.28585580233389",Sentier,,Cailloux + terre,406.54,"0,4 m",,,Assez bon
2939de2b-9ca3-466b-8713-1f903a096b75,"6.475641882574214,45.28856487172972","6.478586544130946,45.29105662447141",Sentier,,Cailloux + terre,463.84,"0,4 m",,,Assez bon
e6e00ff8-8b5b-41f8-870c-800a75a5555a,"6.492147041470145,45.23057937492624","6.492263946081049,45.23053251867108",Chemin,,Gravier,10.55,"2,00 m",,,Bon
983af718-2f64-4229-bd69-1a9ca70a31cf,"6.568395144256185,45.210927325741416","6.571833736367791,45.210016525087234",Chemin,,Herbe,312.7,"2,00 m",,,Bon
bf935d78-1b02-43fe-8770-e02d394f8a82,"6.495862315873395,45.22458510527596","6.49571985724309,45.224863374204325",Sentier,,Herbe,51.99,"1,2 m",,,Bon
8153238e-26ed-4f0e-9771-d8fd93c43879,"6.469907185585583,45.233406813130664","6.475872417996395,45.236202267109434",Sentier,,Terre,1010.73,"0,8 m",,,Bon
1bb040fd-2bcb-49ff-a3a4-224778986ab4,"6.502624549081592,45.199491060512784","6.504933666467052,45.20262950075268",Inexistant,,,463.37,0,,,
95b88cc4-8e3e-4baf-95ae-564347f75615,"6.481541090801032,45.19963254080641","6.492101977975186,45.2010344110382",Sentier,,Cailloux + terre,976.51,"0,8 m",,,Bon
b6e8d0ca-da20-43a8-974f-0c682e4c8dfc,"6.539520750984172,45.19983050527524","6.539944540888386,45.19896488759236",Sentier,,Cailloux + terre,140.32,"0,8 m",,,Bon
79be5bb6-9792-403e-b8f2-60612abae37c,"6.539625904383249,45.200838807701395","6.540486346959748,45.20056759336167",Sentier,,,74.02,,,,
bcfecfec-e939-4eb6-99ce-f69a2844bd1a,"6.5743376611969,45.13707423651496","6.57373203548598,45.135798130405085",Sentier,,Goudron,160.41,"0,4 m",,,Bon
d950d43e-d1d6-49be-97f4-1c672b3ee87c,"6.497793476360513,45.172881807801055","6.497916094581096,45.17196563064719",Route,,Goudron,108.05,"2,00 m",,,Bon
99894420-32b3-46fb-b2a1-8c1943a1bb31,"6.490163372115438,45.18254726155165","6.490965161882782,45.18063141625858",Sentier,,Terre,229.96,"0,4 m",,,Bon
96466358-5360-44a5-85b4-b867109a2c4f,"6.489309123916567,45.169928152893185","6.488352021927646,45.17036040461705",Chemin,,Herbe,95.05,"2,00 m",,,Bon
47f739a5-6a16-4d54-b114-1e6c4611532f,"6.490741825461054,45.17051077288386","6.489822925540245,45.17099832690303",Chemin,,Herbe,92.03,"2,00 m",,,Bon
88a0e2a6-55be-4ad6-b091-7d40a0a9de71,"6.496178466828175,45.14299871815281","6.496316488593567,45.14257742521214",Sentier,,Cailloux + terre,50.58,"0,4 m",,,Bon
450b202f-4990-4961-85e8-d74c6129e19a,"6.486419942516133,45.158386826806","6.485861919389335,45.15411591774601",Chemin,,Herbe + gravier,482.32,"3,5 m",,,Bon
2b37e132-83a9-4ab1-a965-7b28c70acacc,"6.464979939938902,45.15493666664171","6.470398459048658,45.15404552590171",Chemin,,Cailloux + herbe,1142.48,"3,5 m",,,Bon
dc7e4418-0556-4c85-ad3a-03e3c768d5f6,"6.466250110344093,45.11867062538864","6.462669826735971,45.1302147648785",Sentier,,Cailloux + terre,1432.45,"0,4 m",,,Mauvais
8a5d701b-fc9e-4c46-b0b4-6638f0264cfd,"6.53992154506092,45.23731059035197","6.548354661603092,45.24394501612494",Sentier,,Cailloux + herbe,1187.71,"0,4 m",,,Mauvais
eb6cbf60-01b0-4a91-89a8-6644df8ed6a2,"6.441621435206716,45.157559208994606","6.442206258321631,45.16088376094081",Sentier,,Herbe + terre,393.44,"0,8 m",,,Bon
7b26a4b3-a8e8-4498-9eb0-4d37e1f24d49,"6.437900367335639,45.156752183170504","6.433960000517422,45.15872830045401",Chemin,,Herbe,395.73,"3,5 m",,,Bon
11da242d-eb76-456b-8f06-fc35aca87b59,"6.433507508271027,45.15987699035974","6.428250099146426,45.16104320151946",Sentier,,Herbe + terre,459.46,"1,2 m",,,Bon
8d8485a1-4701-457f-8955-fc08576f676b,"6.440678447489909,45.17381938933605","6.439795450048717,45.17478995254991",Chemin,,Cailloux + terre,132.33,"3,5 m",,,Bon
45185da5-91a1-481c-986f-43587e9a76a8,"6.433112824244588,45.16485499646327","6.431136681518359,45.16447747741362",Sentier,,Terre,174.25,"2,00 m",,,Bon
e7d44223-4524-4eb9-8001-4e67f213dfc9,"6.422229785596581,45.15962844639987","6.422376547621756,45.15931822055596",Chemin,,Terre,36.36,"2,00 m",,,
5cf451d2-c5a2-48f6-be3d-b1918b763086,"6.423811025908584,45.15794347260687","6.424351104539657,45.15951671574563",Sentier,,Cailloux + terre,228.67,"0,4 m",,,Bon
fcd6b1bc-c173-4d1b-8f04-3e3417b9e977,"6.424351104539657,45.15951671574563","6.424344398897512,45.16140422317207",Sentier,,,267.18,,,,
9ba81ed2-dbbc-4034-8bc5-dc36140991f1,"6.42633908459701,45.160451644787365","6.424344398897512,45.16140422317207",Sentier,,,237.56,,,,
d36c9c01-d38e-43bc-a70a-41cd1afa24ac,"6.424247190542278,45.15747093768048","6.42407978865426,45.157858287925684",Chemin,,,49.14,,,,
6a835f2e-e9e9-42e0-b934-8e85b38639a8,"6.42407978865426,45.157858287925684","6.424779273108186,45.15856691856648",Sentier,,,101.52,,,,
1496cd74-b141-4380-bb2a-ec6d3c9672d9,"6.423351982043539,45.15912142845626","6.42384819048729,45.15890770800379",Sentier,,,49.08,,,,
04877cec-b64d-406f-a9a2-ce6d28e1f186,"6.422833098069186,45.14838994420405","6.427621104836398,45.14774316855124",Chemin,,Herbe + terre,602.14,"3,5 m",,,Mauvais
6ff23bd7-f055-4562-addd-1c8faf4efebe,"6.432417571808128,45.15055349972987","6.430542015183273,45.15083692399262",Sentier,,Cailloux + terre,212,"0,4 m",,,Mauvais
30e6eaed-7b61-4379-a378-775737243999,"6.43183396496723,45.150875847008116","6.436147707495866,45.15069735285221",Chemin,,,378.3,,,,
3f9be7d4-21c6-4c05-b381-bf5bded945e3,"6.435581824671803,45.175866183551456","6.44019371500706,45.174930272982955",Chemin,,,676.1,,,,
acc61e9c-4cd9-40b5-8c02-435b68ef8b88,"6.441748223709713,45.17061069068236","6.441665921685621,45.17193479739363",Chemin,,Terre,191.46,"2,00 m",,,Bon
9fd5bd20-be0e-4471-bd57-c1f645d8a3c4,"6.442648692277846,45.1686624691656","6.441748223709713,45.17061069068236",Chemin,,Herbe + terre,252.85,"3,5 m",,,Bon
4b8890d5-b554-4ecc-900f-8fa60fa5b054,"6.443052860969382,45.16848438728938","6.442648692277846,45.1686624691656",Chemin,,,41.44,0,,,
12bfce2a-cf7f-4b25-8b67-2318a11a591c,"6.444066193234539,45.190400854368455","6.444429306821652,45.184991357109446",Chemin,,,666.35,0,,,
7837e3aa-5fdb-46a7-99c8-a6d8a8e82eb2,"6.44044706178363,45.18417971626294","6.443715835875734,45.18003355319934",Sentier,,Cailloux + terre,611.7,"0,4 m",,,Bon
3aa1f814-2282-4409-b66e-2e4df799219b,"6.432750092198035,45.16455451545404","6.436774493204419,45.163774872248865",Sentier,,,540.84,0,,,
f18d97b8-e97c-45dd-abd5-92f90e3d850a,"6.436775066060013,45.163774189380376","6.441767311775391,45.1647410731354",Sentier,,,534.16,0,,,
989b305e-7d43-4567-ad20-23429603c3dd,"6.458316975742403,45.13748119156473","6.463683135612343,45.13957394072422",Sentier,,Cailloux + terre,672.44,0,,,Assez bon
13979b43-cb2c-4b16-9dea-3ed325fca231,"6.458454979343308,45.149961952957035","6.463683135612343,45.13957394072422",Sentier,,Cailloux + terre,1337.67,"2,00 m",,,Bon
6507c364-f041-4e56-a68b-c59ed47ef06d,"6.463683135612343,45.13957394072422","6.463661146908437,45.13920529890805",Chemin,,Herbe,41.52,"3,5 m",,,Bon
e655ceaa-101a-4a17-8b0a-dc9b53f7ec2f,"6.452708429510277,45.15886696488293","6.452798696219418,45.15847061728511",Sentier,,,50.32,0,,,
1c9e97e4-dc35-4d18-a5b7-b8b6075941ca,"6.452708429510277,45.15886696488293","6.45230097324083,45.16212267538614",Chemin,,Cailloux + terre,391.93,0,,,Bon
4c70722e-56ef-4371-85c2-bb9e80e56296,"6.452798696219418,45.15847061728511","6.457927943955602,45.15044673412639",Sentier,,Cailloux + terre,1091.77,0,,,Assez bon
e73ffe4d-c642-4f23-b5ec-318b4ed09886,"6.424812956349493,45.16403986367582","6.429986770293086,45.16422900301333",Route,,Goudron,407.37,4,,,Bon
6eb0a89b-6bd7-4495-ac3c-5850416289d7,"6.428133423037212,45.162058247333185","6.428176215727026,45.161046445690836",Chemin,,Cailloux + terre,116.23,"3,5 m",,,Bon
b39789bf-f8f6-44ab-9309-3300403046cf,"6.425291737355158,45.15777892393795","6.429338164091165,45.158212681529385",Sentier,,Cailloux + terre,374.05,"0,4 m",,,Bon
3ba7e67e-6d9b-45de-a607-690f25eacd5c,"6.424060607368416,45.16241854999275","6.423810946979879,45.15794339031151",Sentier,,,623.64,0,,,
41ff34d4-1064-4207-97b6-0afb2f39bb58,"6.424344398897512,45.16140422317207","6.42379987925398,45.16295572833736",Inexistant,,,180.55,,,,
4eba4b3e-eaeb-4421-80f2-a41b6a093eaf,"6.422163446755639,45.1619817333898","6.422627901156386,45.163384200570874",Inexistant,,Goudron,174.05,"0,8 m",,,Bon
7fe59e91-007b-4da5-a814-4b31d8d3e84d,"6.413274094090418,45.16441422703399","6.417292078038426,45.16324903589586",Sentier,,Cailloux + terre,919.97,"0,4 m",,,Bon
5f03e3d3-db86-4860-b3ca-6054cb672e53,"6.411492038737195,45.14204749009081","6.418870099487894,45.137385819257155",Chemin,,Cailloux + herbe,1173.16,"2,00 m",,,Bon
28e84b22-d9d4-4f4b-a930-89dae98d42ac,"6.418870099487894,45.137385819257155","6.419282981110285,45.13696371042757",Route,,Goudron,84.71,"3,5 m",,,Bon
267f332e-b2c1-46e2-8a07-a1651708fed5,"6.468856738407936,45.07441425169276","6.461848886689902,45.086168675377884",Sentier,,Cailloux + gravier,1717.98,"0,4 m",,,Bon
dfe70e85-ebbe-447b-b953-961afd85788e,"6.416350636398709,45.12100586852116","6.415802601500316,45.12577625625085",Sentier,,Cailloux + terre,638.24,"0,4 m",,,Assez bon
3f516b95-d35d-4416-b3ee-c2e7f9476402,"6.417480855146671,45.131900043730504","6.415803230961017,45.12577414156295",Sentier,,Herbe + terre,736.11,"1,2 m",,,Assez bon
4c161972-cbf3-4b4d-acd3-5b85c1de2e8d,"6.420182440032868,45.167940747521875","6.420716666885241,45.1652215358421",Sentier,,Cailloux + terre,746.63,"1,2 m",,,Assez bon
af5ddf16-c59f-4e2f-98a5-7822719485b7,"6.420715857212359,45.165222985318415","6.421373932767402,45.16480734459352",Sentier,,Cailloux + terre,79.21,"1,2 m",,,Assez bon
6f53681c-2f0d-47d1-850a-3bf3df4afa34,"6.422127840381754,45.16449711988255","6.42166796931965,45.16463899398177",Route,,Goudron,39.51,"3,5 m",,,Bon
ac72475d-512a-40cb-9fb3-86f7ef1ce45d,"6.42166796931965,45.16463899398177","6.421373932767402,45.16480734459352",Chemin,,Cailloux + gravier,29.75,"3,5 m",,,Bon
408689ee-a6eb-4364-8798-5771c8ced4c5,"6.422687931015067,45.16370014779058","6.422127840381754,45.16449711988255",Route,,Goudron,99.05,"3,5 m",,,Bon
b2eb8c99-3a7d-4b0b-95e8-03d488c088c9,"6.418749021541074,45.15774843959812","6.415365020667934,45.15769595832821",Sentier,,Cailloux + terre,515.67,"0,4 m",,,Assez bon
4ae52a14-c438-4f72-a8b1-49d99a578a27,"6.400974798945933,45.160412080463146","6.400893393248186,45.16313348543834",Sentier,,Herbe + terre,413.61,"0,4 m",,,Assez bon
7bac3e08-622c-4324-8b99-84108a9664f2,"6.402346999364328,45.160305749022946","6.400974798945933,45.160412080463146",Sentier,,Cailloux + terre,132.21,"0,4 m",,,Assez bon
497c10e4-0d41-4bf5-915b-1fcb1a54f45e,"6.403651462281307,45.16025818855967","6.402346999364328,45.160305749022946",Sentier,,Herbe + terre,122.45,"0,4 m",,,Assez bon
